"['Moviename', 'Userscore', 'Author']"
the-big-lebowski,10,MovieGuys
monsoon-wedding,10,Thegodfatherson
trading-places,8,MovieGuys
trading-places,7,Spangle
panic-room,10,MovieGuys
hollywood-ending,7,Spangle
spider-man,8,Compi24
spider-man,9,SEROJ
panic-room,7,Spangle
monsters-inc,9,BrianMcCritic
one-flew-over-the-cuckoos-nest,9,StevenF
panic-room,9,Compi24
the-count-of-monte-cristo,7,Compi24
frailty,8,Spangle
monsters-inc,9,TheQuietGamer
sunshine,7,Compi24
one-flew-over-the-cuckoos-nest,10,Compi24
high-crimes,7,MovieGuys
310-to-yuma,8,Spangle
close-encounters-of-the-third-kind,8,Spangle
310-to-yuma,9,Compi24
reign-over-me,9,TheQuietGamer
monsters-inc,9,Compi24
return-to-never-land,7,TheQuietGamer
jackie-brown,8,Spangle
jackie-brown,8,MovieGuys
jackie-brown,7,Compi24
star-wars-episode-ii---attack-of-the-clones,7,MovieGuys
monsters-inc,9,MovieGuys
1408,7,Nesbitt10
monsters-inc,9,Bruce722
black-book,8,Spangle
i-now-pronounce-you-chuck-larry,9,TheQuietGamer
ronin,7,Spangle
ronin,7,MovieGuys
super-troopers,7,Bruce722
in-the-bedroom,7,Compi24
scream-2,8,MovieGuys
this-is-england,10,StevenF
this-is-england,8,Nesbitt10
storytelling,8,Spangle
down-and-out-in-beverly-hills,7,MovieGuys
speed,10,MovieGuys
the-devils-backbone,8,Spangle
the-royal-tenenbaums,7,Spangle
the-majestic,7,Thegodfatherson
kate-leopold,7,Spangle
i-am-sam,8,Compi24
max-keebles-big-move,7,MovieGuys
1408,8,Spangle
the-lord-of-the-rings-the-fellowship-of-the-ring,10,theoffice
1408,9,Compi24
the-legend-of-1900,8,SEROJ
easy-rider,9,Nesbitt10
we-were-soldiers,7,Compi24
amelie,8,Spangle
amelie,9,MovieGuys
the-royal-tenenbaums,8,Compi24
a-beautiful-mind,8,Spangle
chungking-express,9,Spangle
silver-bullet,8,TheQuietGamer
gosford-park,7,Compi24
black-hawk-down,8,Spangle
a-time-to-kill,8,MovieGuys
black-hawk-down,8,Compi24
a-time-to-kill,8,Spangle
black-hawk-down,9,MovieGuys
mr-beans-vacation,7,MovieGuys
harry-potter-and-the-sorcerers-stone,8,Compi24
men-in-black,8,Spangle
clear-and-present-danger,7,MovieGuys
men-in-black,8,MovieGuys
men-in-black,7,BrianMcCritic
men-in-black,8,Compi24
waking-life,10,StevenF
the-lord-of-the-rings-the-fellowship-of-the-ring,9,Compi24
oceans-eleven,8,Spangle
the-others,8,Spangle
the-lord-of-the-rings-the-fellowship-of-the-ring,10,MovieGuys
oceans-eleven,8,MovieGuys
harry-potter-and-the-sorcerers-stone,9,TheQuietGamer
oceans-eleven,8,Bruce722
ali,9,Spangle
oceans-eleven,8,Compi24
the-lord-of-the-rings-the-fellowship-of-the-ring,10,StevenF
the-others,7,SEROJ
hot-rod,7,TheQuietGamer
i-am-legend,9,TheQuietGamer
fatal-attraction,7,MovieGuys
the-lord-of-the-rings-the-fellowship-of-the-ring,9,Spangle
fatal-attraction,8,Spangle
harry-potter-and-the-sorcerers-stone,9,StevenF
kung-pow-enter-the-fist,7,TheQuietGamer
harry-potter-and-the-sorcerers-stone,7,Bruce722
i-am-legend,8,StevenF
i-am-legend,7,Spangle
enemy-of-the-state,7,Spangle
children-of-men,8,Compi24
enemy-of-the-state,8,MovieGuys
harry-potter-and-the-sorcerers-stone,7,Spangle
serendipity,7,Spangle
children-of-men,10,Thegodfatherson
i-am-legend,8,Compi24
harry-potter-and-the-sorcerers-stone,10,SEROJ
the-game-plan,9,TheQuietGamer
the-jane-austen-book-club,7,Spangle
nixon,7,Compi24
nixon,8,MovieGuys
george-washington,8,Spangle
chinatown,10,Thegodfatherson
mulholland-dr,8,Spangle
joy-ride,8,SEROJ
training-day,10,Thegodfatherson
resident-evil-extinction,8,TheQuietGamer
chinatown,9,Spangle
chinatown,7,Compi24
chinatown,10,MovieGuys
the-last-castle,7,Compi24
say-anything,8,Spangle
the-evil-dead-1983,8,Nesbitt10
training-day,8,Spangle
training-day,9,Compi24
mars-attacks!,8,Spangle
in-the-mood-for-love,9,Spangle
the-evil-dead-1983,7,TheQuietGamer
resident-evil-extinction,7,Thegodfatherson
the-evil-dead-1983,8,Spangle
beverly-hills-cop,9,MovieGuys
twin-peaks-fire-walk-with-me,8,Spangle
existenz,8,Spangle
quiz-show,8,Compi24
the-abyss,7,Spangle
zoolander,8,Compi24
groundhog-day,10,MovieGuys
the-abyss,9,Compi24
beverly-hills-cop,8,StevenF
groundhog-day,10,Compi24
beverly-hills-cop,7,Spangle
saw-iv,7,TheQuietGamer
beverly-hills-cop,7,SEROJ
quiz-show,8,Spangle
rat-race,9,SEROJ
zoolander,9,TheQuietGamer
groundhog-day,8,StevenF
knocked-up,7,Compi24
knocked-up,8,MovieGuys
groundhog-day,8,Spangle
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,10,Thegodfatherson
lost-highway,8,Spangle
michael-clayton,10,StevenF
artificial-intelligence-ai,7,Spangle
zoolander,7,Spangle
artificial-intelligence-ai,7,SEROJ
mash,7,Spangle
faceoff,9,Compi24
the-assassination-of-jesse-james-by-the-coward-robert-ford,9,jlpjon
the-assassination-of-jesse-james-by-the-coward-robert-ford,8,Spangle
evolution,7,TheQuietGamer
mad-max-beyond-thunderdome,8,TheQuietGamer
faceoff,7,MovieGuys
scary-movie-2,7,TheQuietGamer
mad-max-beyond-thunderdome,7,Compi24
scary-movie-2,10,TheGeographer52
the-fast-and-the-furious,9,Thegodfatherson
the-fast-and-the-furious,7,MovieGuys
the-score,8,MovieGuys
rush-hour-2,10,MovieGuys
the-score,7,Spangle
rush-hour-2,7,Compi24
following,8,BrianMcCritic
cruel-intentions,7,StevenF
following,8,Spangle
jurassic-park,9,Compi24
the-fast-and-the-furious,9,Bruce722
das-boot,8,MovieGuys
superbad,9,StevenF
das-boot,10,JLuis_001
superbad,7,Spangle
superbad,10,Compi24
how-the-grinch-stole-christmas,7,TheQuietGamer
mystic-pizza,7,Spangle
jurassic-park-iii,7,TheQuietGamer
moulin-rouge!,8,Spangle
jurassic-park,9,TheQuietGamer
apocalypse-now,10,SantiagoMAKiiNA
apocalypse-now,9,Spangle
jurassic-park,7,StevenF
legally-blonde,7,MovieGuys
the-age-of-innocence,8,Spangle
the-purple-rose-of-cairo,7,Spangle
empire-of-the-sun,7,Spangle
the-remains-of-the-day,8,Spangle
hannah-and-her-sisters,8,Spangle
jurassic-park,7,Spangle
run-lola-run,7,Compi24
on-the-waterfront,8,Spangle
on-the-waterfront,9,Compi24
reservoir-dogs,9,StevenF
reservoir-dogs,8,Spangle
pet-sematary-ii,8,TheQuietGamer
jurassic-park,8,MovieGuys
bridget-joness-diary,7,Spangle
the-godfather-part-iii,8,Compi24
american-gangster,8,Spangle
reservoir-dogs,10,MovieGuys
american-gangster,8,SEROJ
american-gangster,8,MovieGuys
the-mummy-returns,7,TheQuietGamer
shrek,7,SEROJ
the-darjeeling-limited,8,Spangle
the-darjeeling-limited,9,Thegodfatherson
shrek,7,MovieGuys
the-godfather-part-iii,7,Spangle
blow,7,Spangle
blow,8,Compi24
the-godfather-part-iii,7,MovieGuys
blood-simple,8,Spangle
before-sunrise,10,Thegodfatherson
michael-clayton,8,Spangle
spy-kids,10,Thegodfatherson
blood-simple,8,MovieGuys
spy-kids,7,MovieGuys
dumb-and-dumber,8,StevenF
cape-fear,8,Spangle
the-mask-of-zorro,8,MovieGuys
basic-instinct,7,MovieGuys
dumb-and-dumber,10,SEROJ
basic-instinct,7,Spangle
total-recall,8,Spangle
before-sunrise,8,Spangle
the-fisher-king,7,Spangle
no-country-for-old-men,10,StevenF
juno,7,Compi24
kramer-vs-kramer,8,Spangle
memento,10,Compi24
the-goonies,8,StevenF
the-dark-half,7,TheQuietGamer
no-country-for-old-men,10,Thegodfatherson
the-doors,8,Spangle
waiting-for-guffman,7,Compi24
star-wars-episode-i---the-phantom-menace,10,TheQuietGamer
a-clockwork-orange,10,MovieGuys
office-space,9,StevenF
the-mexican,10,Thegodfatherson
chocolat,8,StevenF
memento,9,BrianMcCritic
chocolat,8,MovieGuys
the-gift,7,MovieGuys
office-space,7,Compi24
chocolat,7,Spangle
thirteen-days,7,Compi24
die-hard-with-a-vengeance,10,Thegodfatherson
pirates-of-the-caribbean-at-worlds-end,7,StevenF
a-clockwork-orange,9,Spangle
die-hard-with-a-vengeance,8,MovieGuys
memento,9,MovieGuys
pirates-of-the-caribbean-at-worlds-end,8,SEROJ
die-hard-with-a-vengeance,7,Compi24
pirates-of-the-caribbean-at-worlds-end,7,MovieGuys
rounders,8,MovieGuys
rounders,7,Spangle
southland-tales,8,Apemonkey666
dead-man,8,Spangle
the-fugitive,9,MovieGuys
deep-blue-sea,9,TheQuietGamer
forrest-gump,9,Spangle
the-shining,10,MovieGuys
forrest-gump,10,Compi24
crouching-tiger-hidden-dragon,9,MovieGuys
the-fugitive,10,Compi24
crouching-tiger-hidden-dragon,10,StevenF
cast-away,10,StevenF
o-brother-where-art-thou,9,StevenF
into-the-wild,10,StevenF
crouching-tiger-hidden-dragon,8,Spangle
cast-away,8,Spangle
tootsie,7,Spangle
tootsie,7,Compi24
cast-away,10,Compi24
traffic,8,Spangle
tootsie,9,MovieGuys
o-brother-where-art-thou,8,Compi24
traffic,8,Compi24
forrest-gump,10,MovieGuys
unbreakable,10,Compi24
unbreakable,9,BrianMcCritic
pay-it-forward,10,SEROJ
best-in-show,7,Compi24
dan-in-real-life,8,StevenF
the-shining,8,TheQuietGamer
miss-congeniality,7,MovieGuys
requiem-for-a-dream,8,MovieGuys
the-shining,10,Spangle
state-and-main,8,Spangle
the-pledge,7,Spangle
that-thing-you-do!,8,Compi24
the-professional,9,MovieGuys
panic,9,StevenF
the-emperors-new-groove,7,SEROJ
the-emperors-new-groove,7,MovieGuys
rush-hour,10,MovieGuys
lock-stock-and-two-smoking-barrels,8,Spangle
lock-stock-and-two-smoking-barrels,8,Compi24
postcards-from-the-edge,7,Spangle
rush-hour,8,Compi24
the-professional,8,Spangle
the-professional,8,Compi24
rush-hour,7,SEROJ
requiem-for-a-dream,10,StevenF
the-taking-of-pelham-one-two-three,7,Compi24
ghost,7,StevenF
the-taking-of-pelham-one-two-three,8,Nesbitt10
the-taking-of-pelham-one-two-three,8,MovieGuys
little-nicky,9,TheQuietGamer
waynes-world,9,TheQuietGamer
children-of-the-corn,7,TheQuietGamer
space-cowboys,7,Compi24
a-midsummer-nights-dream,7,MovieGuys
superman,7,MovieGuys
sabrina,8,Spangle
lost-in-america,8,Spangle
no-country-for-old-men,8,Spangle
the-godfather,10,StevenF
the-6th-day,7,Bruce722
requiem-for-a-dream,10,Thegodfatherson
requiem-for-a-dream,8,Spangle
the-godfather,10,Spangle
remember-the-titans,8,Compi24
the-godfather,10,Compi24
the-rock,8,MovieGuys
toy-story-2,10,StevenF
charlie-wilsons-war,9,StevenF
jumper,8,Bruce722
charlie-wilsons-war,8,Compi24
diary-of-the-dead,9,TheQuietGamer
big-daddy,8,TheQuietGamer
toy-story-2,8,TheQuietGamer
the-godfather,10,MovieGuys
almost-famous,8,Spangle
almost-famous,8,MovieGuys
in-the-line-of-fire,8,Spangle
thelma-louise,7,Spangle
manhunter,7,Compi24
the-thomas-crown-affair,8,MovieGuys
national-treasure-book-of-secrets,10,MovieGuys
the-wedding-singer,8,TheQuietGamer
what-lies-beneath,8,shiftworker
the-wedding-singer,7,BrianMcCritic
thelma-louise,8,MovieGuys
the-wedding-singer,7,Compi24
the-untouchables,7,Compi24
tropic-thunder,10,TheQuietGamer
gremlins,7,TheQuietGamer
when-harry-met-sally,9,StevenF
tropic-thunder,8,Spangle
when-harry-met-sally,9,Spangle
tropic-thunder,8,Compi24
when-harry-met-sally,7,Compi24
predator,9,MovieGuys
drillbit-taylor,9,TheQuietGamer
predator,9,TheQuietGamer
predator,8,Compi24
scary-movie,9,TheQuietGamer
small-time-crooks,7,Spangle
superhero-movie,9,TheQuietGamer
the-conversation,8,Spangle
the-virgin-suicides,7,Spangle
nutty-professor-ii-the-klumps,7,SEROJ
chicken-run,7,MovieGuys
donnie-brasco,8,Spangle
wall-street,7,Spangle
frequency,8,Compi24
donnie-brasco,8,MovieGuys
predator,7,Spangle
fantasia-2000,8,MovieGuys
u-571,7,Spangle
pitch-black,8,Bruce722
x-men,8,StevenF
prince-of-darkness,9,Spangle
shanghai-noon,8,StevenF
jaws,8,Spangle
jaws,10,MovieGuys
jaws,9,TheQuietGamer
american-beauty,10,Compi24
jaws,10,Compi24
the-lost-world-jurassic-park,7,TheQuietGamer
gladiator,8,MovieGuys
gladiator,8,Spangle
you-dont-mess-with-the-zohan,9,TheQuietGamer
gladiator,9,Compi24
princess-mononoke,8,SEROJ
pet-sematary,7,TheQuietGamer
american-psycho,9,Compi24
the-visitor,8,Compi24
the-war-zone,8,Nesbitt10
this-is-spinal-tap,8,Spangle
this-is-spinal-tap,8,Compi24
american-beauty,9,Spangle
the-fly,7,Compi24
american-beauty,10,MovieGuys
american-psycho,8,Spangle
the-cider-house-rules,9,Compi24
repo-man,8,Spangle
fargo,10,StevenF
fargo,9,Compi24
ghost-dog-the-way-of-the-samurai,7,Spangle
the-mummy,9,TheQuietGamer
the-naked-gun-from-the-files-of-police-squad!,10,Compi24
edward-scissorhands,9,Compi24
the-dead-zone,7,Spangle
fargo,9,MovieGuys
the-dead-zone,8,Compi24
the-crying-game,7,Spangle
the-crying-game,7,Compi24
high-fidelity,7,Spangle
american-psycho,7,MovieGuys
braveheart,7,Spangle
forgetting-sarah-marshall,8,Compi24
the-naked-gun-from-the-files-of-police-squad!,8,StevenF
the-incredible-hulk,10,Thegodfatherson
the-naked-gun-from-the-files-of-police-squad!,9,Spangle
the-mummy,8,SEROJ
forgetting-sarah-marshall,8,Bruce722
the-naked-gun-from-the-files-of-police-squad!,8,MovieGuys
the-mummy,7,MovieGuys
magnolia,9,Spangle
forgetting-sarah-marshall,7,Spangle
mongol-the-rise-of-genghis-khan,7,Spangle
the-incredible-hulk,9,TheQuietGamer
edward-scissorhands,8,Spangle
fargo,9,Spangle
everything-you-always-wanted-to-know-about-sex-but-were-afraid-to-ask,7,Spangle
the-hurricane,8,Spangle
all-about-my-mother,7,Spangle
chasing-amy,7,Spangle
married-to-the-mob,8,MovieGuys
the-green-mile,9,Spangle
the-talented-mr-ripley,8,Compi24
the-green-mile,10,Compi24
fight-club,10,MovieGuys
the-straight-story,7,Spangle
fight-club,9,StevenF
pee-wees-big-adventure,7,BrianMcCritic
the-blair-witch-project,8,MovieGuys
galaxy-quest,8,Spangle
the-blair-witch-project,7,TheQuietGamer
being-john-malkovich,9,Nesbitt10
butch-cassidy-and-the-sundance-kid,8,Spangle
little-shop-of-horrors,7,Spangle
the-firm,9,MovieGuys
sleepy-hollow,8,BrianMcCritic
little-shop-of-horrors,7,Compi24
the-last-temptation-of-christ,8,Spangle
fight-club,9,Spangle
butch-cassidy-and-the-sundance-kid,7,Compi24
the-green-mile,9,SEROJ
sleepy-hollow,7,Compi24
dead-again,8,Compi24
the-green-mile,10,MovieGuys
clue,8,MovieGuys
being-john-malkovich,9,Spangle
stuart-little,7,MovieGuys
blue-velvet,8,Spangle
no-country-for-old-men,8,Compi24
boys-dont-cry,7,Compi24
blue-velvet,8,Nesbitt10
clue,7,Spangle
the-insider,8,Spangle
the-insider,8,Compi24
poltergeist-1982,9,TheQuietGamer
poltergeist-1982,8,Spangle
poltergeist-1982,8,Compi24
showgirls,8,Spangle
fight-club,10,Compi24
the-insider,9,MovieGuys
tarzan,7,MovieGuys
no-country-for-old-men,10,MovieGuys
the-sixth-sense,9,BrianMcCritic
the-sixth-sense,10,Compi24
double-jeopardy,7,MovieGuys
the-sixth-sense,9,MovieGuys
quick-change,7,Compi24
the-incredible-hulk,9,Bruce722
eyes-wide-shut,8,MovieGuys
the-sixth-sense,8,Spangle
the-incredible-hulk,8,Compi24
the-incredible-hulk,8,MovieGuys
malcolm-x,9,Compi24
manhattan,7,Spangle
stir-of-echoes,8,Spangle
eyes-wide-shut,9,Spangle
eyes-wide-shut,7,Compi24
manhattan,10,MovieGuys
cinema-paradiso,9,Spangle
mansfield-park,7,Spangle
the-sixth-sense,7,SEROJ
wall-e,9,Spangle
the-ninth-gate,7,Spangle
the-princess-bride,10,BrianMcCritic
the-princess-bride,8,Compi24
the-duchess,7,Spangle
midnight-cowboy,8,Spangle
fletch,7,Compi24
the-princess-bride,7,Spangle
the-princess-bride,8,MovieGuys
fast-times-at-ridgemont-high,8,Spangle
young-frankenstein,7,Spangle
lone-star,9,Spangle
rain-man,9,StevenF
rain-man,9,MovieGuys
the-shawshank-redemption,10,Compi24
dead-man-walking,8,Compi24
the-mosquito-coast,8,Spangle
dead-man-walking,8,MovieGuys
a-river-runs-through-it,8,Compi24
american-pie,7,MovieGuys
beavis-and-butt-head-do-america,10,Thegodfatherson
the-usual-suspects,10,MovieGuys
step-brothers,8,TheQuietGamer
election-1999,8,Compi24
clueless,7,Spangle
saving-private-ryan,9,Spangle
step-brothers,7,Bruce722
saving-private-ryan,10,SEROJ
wanted,9,StevenF
ferris-buellers-day-off,7,Compi24
election-1999,8,MovieGuys
saving-private-ryan,10,MovieGuys
friday-the-13th-1980,8,TheQuietGamer
step-brothers,7,Compi24
broadcast-news,8,Spangle
broadcast-news,7,Compi24
ferris-buellers-day-off,8,StevenF
broadcast-news,8,MovieGuys
life-of-brian,7,Compi24
the-usual-suspects,9,Spangle
the-iron-giant,7,Spangle
the-iron-giant,10,SEROJ
iron-man,9,TheQuietGamer
labyrinth,7,Spangle
the-usual-suspects,10,Compi24
ferris-buellers-day-off,7,Spangle
10-things-i-hate-about-you,7,Spangle
10-things-i-hate-about-you,7,SEROJ
robocop,8,Spangle
notting-hill,7,Spangle
cloverfield,8,Spangle
robocop,7,Bruce722
life-of-brian,8,Spangle
wanted,9,Thegodfatherson
cloverfield,8,Compi24
the-dark-knight,9,TheQuietGamer
four-weddings-and-a-funeral,7,Spangle
iron-man,10,StevenF
iron-man,9,Bruce722
breakfast-at-tiffanys,7,Spangle
heat,10,MovieGuys
life-is-beautiful,9,Spangle
the-thin-red-line,9,Spangle
welcome-to-the-dollhouse,8,Spangle
monty-python-and-the-holy-grail,9,MovieGuys
titanic,10,MovieGuys
analyze-this,8,Spangle
heat,8,Spangle
raising-arizona,7,MovieGuys
iron-man,9,Compi24
shakespeare-in-love,8,Spangle
shakespeare-in-love,8,MovieGuys
gallipoli,7,Spangle
a-simple-plan,7,Spangle
witness,7,Spangle
a-simple-plan,7,Compi24
heat,8,Compi24
witness,7,MovieGuys
iron-man,8,MovieGuys
monty-python-and-the-holy-grail,8,Spangle
mighty-aphrodite,8,Spangle
the-adventures-of-baron-munchausen,8,Spangle
days-of-thunder,7,Spangle
rushmore,8,Spangle
the-adventures-of-baron-munchausen,7,Compi24
youve-got-mail,7,Spangle
true-lies,8,Compi24
rushmore,8,MovieGuys
bonnie-and-clyde,8,Spangle
bonnie-and-clyde,8,Compi24
heat,9,Nesbitt10
bonnie-and-clyde,8,MovieGuys
alien-resurrection,7,TheQuietGamer
the-dark-knight,10,StevenF
true-lies,8,Spangle
happiness,9,Nesbitt10
the-dark-knight,10,Bruce722
brazil,9,Spangle
the-last-days-of-disco,9,Spangle
amistad,7,Spangle
beautiful-girls,7,Spangle
full-metal-jacket,10,MovieGuys
american-history-x,9,Spangle
heathers,7,Spangle
the-shawshank-redemption,10,StevenF
the-matrix,10,Apemonkey666
home-alone,9,BrianMcCritic
sense-and-sensibility,9,Spangle
the-shawshank-redemption,10,SEROJ
the-dark-knight,10,SantiagoMAKiiNA
a-fish-called-wanda,8,Spangle
clerks,10,StevenF
full-metal-jacket,9,Spangle
full-metal-jacket,8,Compi24
clerks,7,Spangle
home-alone,9,MovieGuys
home-alone,10,SEROJ
die-hard-2,10,MovieGuys
clerks,9,MovieGuys
the-shawshank-redemption,10,MovieGuys
bulworth,8,Spangle
snake-eyes,9,Spangle
coming-to-america,7,Spangle
home-alone,8,Compi24
pleasantville,8,Compi24
the-parent-trap,8,SEROJ
the-last-emperor,8,Spangle
american-history-x,8,StevenF
out-of-sight,8,Spangle
out-of-sight,7,Compi24
the-matrix,9,StevenF
american-history-x,9,SEROJ
good-will-hunting,9,MovieGuys
the-graduate,7,Spangle
the-graduate,9,Compi24
pleasantville,8,Spangle
bottle-rocket,7,Compi24
the-american-president,8,Spangle
bottle-rocket,8,Thegodfatherson
babe,8,MovieGuys
the-graduate,10,MovieGuys
crash,10,StevenF
primary-colors,7,Spangle
titanic,7,Spangle
the-matrix,8,Spangle
dances-with-wolves,9,Spangle
the-matrix,8,Compi24
primal-fear,9,Spangle
crash,9,Compi24
mission-impossible,9,MovieGuys
crash,10,MovieGuys
the-dark-knight,8,SEROJ
the-matrix,8,MovieGuys
good-will-hunting,9,StevenF
primal-fear,9,Compi24
good-will-hunting,10,Spangle
titanic,10,SEROJ
good-will-hunting,10,Compi24
armageddon,8,Spangle
dead-alive,10,TheQuietGamer
carrie-1976,9,TheQuietGamer
primal-fear,8,SEROJ
shallow-grave,7,Spangle
taken,7,StevenF
dead-ringers,8,Spangle
billy-madison,8,TheQuietGamer
dead-poets-society,8,Spangle
dead-poets-society,8,Compi24
crash,7,Spangle
evil-dead-ii,8,Nesbitt10
peggy-sue-got-married,9,Spangle
dead-poets-society,8,MovieGuys
taken,8,BrianMcCritic
one-false-move,8,Spangle
sex-lies-and-videotape,8,Spangle
the-truman-show,10,MovieGuys
taken,7,MovieGuys
the-dark-knight,10,MovieGuys
2001-a-space-odyssey,8,Spangle
the-truman-show,9,Compi24
dazed-and-confused,8,Spangle
thief,8,Compi24
dark-city,7,Nesbitt10
thief,8,Spangle
the-boxer,7,Spangle
in-the-name-of-the-father,8,Spangle
deconstructing-harry,7,Spangle
in-the-name-of-the-father,8,MovieGuys
the-silence-of-the-lambs,10,MovieGuys
swingers,7,Spangle
boyz-n-the-hood,8,Spangle
pineapple-express,9,TheQuietGamer
copycat,7,Compi24
twins,8,MovieGuys
la-story,7,Spangle
grosse-pointe-blank,7,MovieGuys
pineapple-express,9,StevenF
grosse-pointe-blank,7,Spangle
tremors,7,Spangle
mad-max,9,TheQuietGamer
pineapple-express,8,Spangle
2001-a-space-odyssey,7,Compi24
pineapple-express,10,Compi24
field-of-dreams,9,Compi24
as-good-as-it-gets,9,Compi24
the-silence-of-the-lambs,10,Spangle
the-truman-show,9,Spangle
boogie-nights,9,MovieGuys
field-of-dreams,7,MovieGuys
trainspotting,9,StevenF
the-silence-of-the-lambs,9,Compi24
midnight-run,10,MovieGuys
they-live,8,Spangle
starship-troopers,8,Spangle
la-confidential,10,Spangle
boogie-nights,9,Nesbitt10
do-the-right-thing,7,Compi24
the-truman-show,8,SEROJ
trainspotting,8,Spangle
the-manchurian-candidate-1962,7,Spangle
boogie-nights,9,BrianMcCritic
midnight-run,7,Spangle
midnight-run,7,Compi24
con-air,7,Compi24
con-air,7,MovieGuys
scarface,10,SEROJ
trainspotting,8,MovieGuys
the-english-patient,7,Spangle
la-confidential,8,MovieGuys
boogie-nights,8,Spangle
air-force-one,9,MovieGuys
kindergarten-cop,7,Spangle
la-confidential,9,shiftworker
backdraft,8,Compi24
happy-gilmore,7,MovieGuys
while-you-were-sleeping,7,MovieGuys
scream,10,MovieGuys
conan-the-barbarian,9,TheQuietGamer
animal-house,7,Compi24
leaving-las-vegas,7,Spangle
pulp-fiction,10,Thegodfatherson
sling-blade,9,Spangle
scarface,10,MovieGuys
animal-house,7,Spangle
sling-blade,8,Compi24
amadeus,8,Spangle
scarface,7,Thegodfatherson
amadeus,9,Compi24
casino,8,MovieGuys
amadeus,10,SEROJ
amadeus,10,MovieGuys
pulp-fiction,8,TheQuietGamer
rocknrolla,8,StevenF
dracula,8,MovieGuys
casino,8,Spangle
austin-powers-international-man-of-mystery,9,MovieGuys
a-few-good-men,10,Compi24
scarface,7,Spangle
dracula,9,Spangle
casino,8,SEROJ
indiana-jones-and-the-kingdom-of-the-crystal-skull,7,MovieGuys
happy-gilmore,9,TheQuietGamer
the-fifth-element,7,Spangle
pulp-fiction,8,MovieGuys
grumpy-old-men,8,Compi24
happy-gilmore,8,Compi24
the-witches-of-eastwick,7,Spangle
twister,10,MovieGuys
austin-powers-international-man-of-mystery,8,TheQuietGamer
jerry-maguire,8,MovieGuys
sleepers,7,Spangle
shine,8,Compi24
the-player,8,Spangle
jerry-maguire,7,Spangle
the-pelican-brief,8,MovieGuys
the-birdcage,8,Spangle
scream,7,Spangle
twister,8,Spangle
get-shorty,9,StevenF
unforgiven,8,Spangle
the-color-purple,8,Compi24
jfk,9,Compi24
the-bridges-of-madison-county,9,Spangle
get-shorty,7,Spangle
jfk,8,Spangle
the-long-kiss-goodnight,7,MovieGuys
blade-runner,8,BrianMcCritic
risky-business,7,Spangle
mortal-kombat,8,TheQuietGamer
die-hard,10,MovieGuys
true-romance,9,MovieGuys
the-umbrellas-of-cherbourg,8,Spangle
the-terminator,8,TheQuietGamer
batman,9,TheQuietGamer
batman-robin,7,TheQuietGamer
the-curious-case-of-benjamin-button,8,Spangle
batman,7,Spangle
2001-a-space-odyssey,10,JLuis_001
the-terminator,9,MovieGuys
true-romance,8,Spangle
batman,8,Compi24
the-terminator,8,Bruce722
batman,8,BrianMcCritic
the-terminator,8,Compi24
dear-zachary-a-letter-to-a-son-about-his-father,9,Nesbitt10
goodfellas,9,Spangle
blade-runner,10,CountryPetInn
goodfellas,9,Compi24
nick-and-norahs-infinite-playlist,7,StevenF
goodfellas,10,Thegodfatherson
pulp-fiction,9,Spangle
goodfellas,7,SEROJ
w,7,StevenF
w,8,MovieGuys
pulp-fiction,10,Compi24
goodfellas,10,MovieGuys
zombieland,8,Spangle
zack-and-miri-make-a-porno,10,Thegodfatherson
up,10,StevenF
knowing,9,Apemonkey666
the-spirit,7,TheQuietGamer
quantum-of-solace,8,Compi24
the-spirit,7,Thegodfatherson
bolt,7,SEROJ
gran-torino,8,TheQuietGamer
bedtime-stories,9,TheQuietGamer
doubt,8,Spangle
up,7,SEROJ
doubt,8,Compi24
fanboys,7,TheQuietGamer
yes-man,7,Compi24
yes-man,7,SEROJ
gran-torino,9,Compi24
gran-torino,10,Thegodfatherson
frostnixon,10,StevenF
frostnixon,8,Spangle
pulp-fiction,8,shiftworker
gran-torino,8,shiftworker
miss-march,8,TheQuietGamer
paul-blart-mall-cop,8,TheQuietGamer
sin-nombre,8,Spangle
the-soloist,8,MovieGuys
up,9,shiftworker
the-girlfriend-experience,10,Thegodfatherson
fast-furious,9,Bruce722
state-of-play,8,Spangle
valkyrie,7,Spangle
state-of-play,8,Compi24
imagine-that,7,TheQuietGamer
terminator-salvation,7,Bruce722
whatever-works,7,Spangle
gomorrah,9,Nesbitt10
public-enemies,10,StevenF
public-enemies,7,Spangle
public-enemies,10,Thegodfatherson
worlds-greatest-dad,9,StevenF
terminator-salvation,7,TheQuietGamer
slumdog-millionaire,10,StevenF
inglourious-basterds,9,Spangle
star-trek,9,BrianMcCritic
inglourious-basterds,9,BrianMcCritic
harry-potter-and-the-half-blood-prince,7,TheQuietGamer
slumdog-millionaire,9,Spangle
slumdog-millionaire,8,Compi24
slumdog-millionaire,8,SEROJ
up-in-the-air,8,Spangle
quantum-of-solace,7,MovieGuys
the-goods-live-hard-sell-hard,9,TheQuietGamer
hunger,7,Spangle
hunger,7,Thegodfatherson
bronson,8,Nesbitt10
coraline,8,SEROJ
the-damned-united,8,Spangle
flame-and-citron,8,Nesbitt10
the-hangover,9,TheQuietGamer
public-enemies,8,Compi24
star-trek,9,StevenF
bruno,10,Thegodfatherson
